RIN,INCIDENT_DATE,LOCATION_DISTRICT,INCIDENT_REASON,REASON_FOR_FORCE,SUBJECT_GENDER,SUBJECT_RACE,SUBJECT_ROLE,SUBJECT_DESCRIPTION,REASON_FOR_FORCE1,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,NUMBER_EC_CYCLES,SUBJECT_INJURY_TYPE,OFFICER_INJURY_TYPE,OFFICER_YEARS_ON_FORCE,Y_COORDINATE,Y_COORDINATE.1,LOCATION_DISTRICT.1,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_LATITUDE,LOCATION_LONGITUDE,Unnamed: 24
176949,11/22/16,8,2,0,1,5,0,3,8,0,0,0,0,0,4,0,2,3115755,10066796,9,133,,,
176984,11/22/16,8,2,0,1,5,0,3,8,0,0,0,0,0,4,0,9,3115755,10066796,9,133,,,
177085,11/22/16,8,2,0,1,5,0,3,8,0,0,0,0,0,1,0,16,3115755,10066796,9,133,,,
153815,11/29/14,10,2,0,2,4,6,0,0,0,0,0,0,0,0,0,2,3129482,10093480,0,134,30.329685,-97.693302,
152239,9/25/14,9,2,3,2,4,5,3,11,0,0,0,0,0,0,0,3,3126220,10056688,0,135,30.228893,-97.706709,
156364,2/18/15,10,2,0,1,4,0,2,21,0,0,0,0,0,0,0,1,3125578,10096933,4,136,,,
175859,9/19/16,7,1,0,1,4,0,0,8,0,0,0,0,0,0,0,2,3111999,10051458,2,137,,,
175968,9/19/16,7,1,0,1,4,0,0,8,0,0,0,0,0,0,0,3,3111999,10051458,2,137,,,
176435,10/20/16,4,2,0,1,2,0,2,22,0,0,0,0,0,2,2,3,3122246,10071567,1,138,,,
148921,6/25/14,8,1,0,2,5,2,0,0,0,0,0,0,0,6,0,8,3120576,10069046,0,139,,,
153470,11/16/14,7,2,0,1,5,2,0,0,3,1,0,0,1,0,2,1,3108421,10043651,0,140,30.194171,-97.764034,
146283,4/19/14,8,0,0,1,5,2,0,0,0,0,0,0,0,0,0,19,3115491,10070521,0,19,30.267056,-97.739201,
153683,11/21/14,9,2,3,1,4,5,1,0,1,1,0,0,1,4,0,3,3118741,10060610,0,141,30.240015,-97.730044,
150171,1/10/14,8,3,1,1,4,2,2,15,0,0,0,0,0,8,0,6,3115952,10070759,0,29,30.267644,-97.737698,
150219,1/10/14,8,2,1,1,4,2,2,1,0,0,0,0,0,8,0,15,3115952,10070759,0,29,30.267644,-97.737698,
142315,1/10/14,8,0,0,1,4,2,3,9,0,0,0,0,0,8,6,12,3115952,10070759,0,29,30.267644,-97.737698,
150203,1/10/14,8,0,1,1,4,2,3,1,0,0,0,0,0,8,0,12,3115952,10070759,0,29,30.267644,-97.737698,
144610,3/11/14,4,1,0,1,4,2,0,0,0,0,0,0,0,1,0,4,3122382,10070715,0,142,30.267624,-97.717293,
150204,1/10/14,8,0,1,1,4,2,3,1,0,0,0,0,0,8,0,7,3115952,10070759,0,29,30.267644,-97.737698,
142550,1/15/14,7,2,0,1,4,2,0,0,0,0,0,0,0,0,0,2,3101178,10044981,0,143,30.196836,-97.786991,
158421,4/7/15,4,2,2,1,4,0,2,0,0,0,0,0,0,6,0,5,3124275,10070923,1,144,,,
162401,6/25/15,8,0,0,1,4,0,0,0,0,0,0,0,0,0,0,6,3115762,10070320,9,145,,,
168042,11/2/15,6,2,0,1,4,0,3,18,1,0,0,0,1,5,1,10,3138142,10118097,7,146,,,
174662,6/26/16,7,2,0,1,4,0,0,10,0,0,0,0,0,0,0,18,3113578,10042555,2,147,,,
175930,9/16/16,8,0,4,1,4,0,0,8,0,0,0,0,0,0,0,9,3116052,10069885,9,148,,,
152587,10/12/14,3,0,0,1,2,2,3,1,0,0,0,0,0,0,0,16,3117100,10073351,0,149,30.274993,-97.732749,
162070,6/20/15,6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,3128646,10117606,7,150,,,
165150,8/22/15,8,0,4,1,2,0,2,5,4,0,0,0,4,1,1,12,3115952,10070759,9,29,,,
165151,8/22/15,8,0,4,1,2,0,2,5,4,0,0,0,4,6,1,12,3115952,10070759,9,29,,,
172475,3/18/16,8,0,2,1,2,0,0,34,0,0,0,0,0,0,2,12,3115265,10070399,9,8,,,
145289,3/25/14,8,3,0,1,5,2,1,9,0,0,0,0,0,3,0,11,3115155,10070604,0,14,,,
146583,4/30/14,7,2,0,2,5,2,0,1,0,0,0,0,0,2,6,1,3100956,10039234,0,151,30.182167,-97.787147,
155008,1/15/15,1,1,1,1,5,0,0,15,0,0,0,0,0,0,0,1,3098007,10153029,6,152,,,
158264,4/2/15,3,2,0,1,5,0,2,0,0,0,0,0,0,4,0,1,3109816,10071196,9,153,,,
172651,3/21/16,8,0,0,1,5,0,0,24,0,0,0,0,0,1,0,18,3115456,10070430,9,154,,,
169764,12/29/15,1,2,3,3,3,0,1,11,0,0,0,0,0,4,0,2,3124636,10124176,7,102,,,
173084,2/26/16,6,1,0,3,3,0,2,8,5,0,0,0,1,0,0,3,3124471,10102428,4,155,,,
155661,2/2/15,7,2,2,1,4,0,1,20,1,0,0,0,1,4,0,8,3116086,10033052,2,156,,,
142652,1/18/14,9,2,0,2,2,2,2,11,0,0,0,0,0,0,0,8,3129298,10059275,0,157,30.23567,-97.696576,
142651,1/18/14,9,2,0,2,2,2,2,11,0,0,0,0,0,0,0,2,3129298,10059275,0,157,30.23567,-97.696576,
164021,7/26/15,8,0,0,1,5,0,0,35,0,0,0,0,0,0,0,11,3112113,10070173,9,158,,,
150281,8/5/14,5,2,1,1,4,2,3,1,0,0,0,0,0,0,0,10,3106128,10055332,0,159,30.226504,-97.770174,
153980,12/6/14,4,2,0,1,4,8,0,5,0,0,0,0,0,0,0,6,3132819,10066885,0,160,,,
161587,6/8/15,3,2,0,2,4,0,3,11,0,0,0,0,0,0,0,18,3113254,10082729,9,161,,,
177048,11/30/16,10,2,3,1,4,0,3,8,0,0,0,0,0,0,0,0,3130624,10085128,4,162,,,
177049,11/30/16,10,2,3,1,4,0,3,8,0,0,0,0,0,0,0,7,3130624,10085128,4,162,,,
172903,3/28/16,4,2,3,1,2,0,3,10,0,0,0,0,0,6,0,14,3136581,10075175,1,66,,,
177211,12/14/16,10,2,0,1,2,0,3,31,0,0,0,0,0,6,0,0,3129381,10094927,4,163,,,
177268,12/14/16,10,2,0,1,2,0,3,31,0,0,0,0,0,6,0,7,3129381,10094927,4,163,,,
177308,12/14/16,10,2,0,1,2,0,3,31,0,0,0,0,0,6,0,15,3129381,10094927,4,163,,,
156305,2/15/15,7,3,2,2,4,0,0,15,0,0,0,0,0,0,0,7,3111241,10044291,2,164,,,
170989,2/3/16,9,2,0,1,4,0,1,8,0,0,0,0,0,1,0,8,3115725,10064199,9,165,,,
173957,5/5/16,4,2,0,1,2,0,1,36,5,1,0,0,1,4,0,6,3129000,10074631,1,166,,,
173807,5/5/16,4,2,0,1,2,0,0,36,6,3,0,0,3,4,2,14,3129000,10074631,1,166,,,
173824,5/5/16,4,2,0,1,2,0,0,14,5,0,0,0,1,4,0,8,3129000,10074631,1,166,,,
170345,1/10/16,7,2,0,1,5,0,0,8,0,0,0,0,0,6,0,12,3085139,10026251,5,167,,,
173326,4/8/16,5,2,0,1,5,0,3,8,0,0,0,0,0,0,0,10,3074753,10053638,8,168,,,
164242,8/2/15,7,2,0,1,4,0,1,21,0,0,0,0,0,6,0,8,3099093,10042483,2,169,,,
156813,3/1/15,3,2,0,1,4,0,3,37,1,0,0,0,1,4,0,7,3114336,10076436,9,170,,,
147980,5/31/14,4,2,0,1,2,2,0,5,9,0,0,0,0,0,0,6,3139933,10078915,0,171,30.289047,-97.660881,
160923,5/27/15,10,2,3,2,5,0,3,38,3,2,0,0,2,4,0,2,3119863,10093861,7,172,,,
160924,5/27/15,10,2,3,2,5,0,3,38,1,0,0,0,1,4,2,0,3119863,10093861,7,172,,,
152125,9/22/14,3,2,0,1,1,5,1,2,0,0,0,0,0,0,0,11,3121384,10081280,0,173,30.296985,-97.719336,
152105,9/22/14,3,2,0,1,1,5,1,2,0,0,0,0,0,1,3,6,3121384,10081280,0,173,30.296985,-97.719336,
158622,4/10/15,8,2,5,1,5,0,3,1,0,0,0,0,0,0,0,17,3115755,10066796,9,133,,,
149639,7/17/14,10,2,2,1,4,2,0,35,0,0,0,0,0,1,0,12,3124887,10089263,0,174,,,
174665,6/26/16,7,2,0,1,4,0,2,8,0,0,0,0,0,0,0,10,3113578,10042555,2,147,,,
176825,11/13/16,8,0,1,1,5,0,2,8,0,0,0,0,0,0,0,15,3114808,10072468,1,175,,,
158324,4/4/15,10,2,0,1,4,0,2,0,1,0,0,0,1,2,0,13,3126778,10093112,4,176,,,
156814,3/1/15,3,2,0,1,4,0,3,9,0,0,0,0,0,1,0,16,3114336,10076436,9,170,,,
169024,11/30/15,3,2,0,2,2,0,3,2,8,1,0,0,0,6,0,8,3117207,10074934,1,177,,,
171056,2/6/16,6,2,0,1,4,0,2,16,0,0,0,0,0,0,0,4,3130704,10104509,4,97,,,
171824,2/8/16,6,2,2,1,2,0,1,10,12,0,0,0,2,9,0,11,3137057,10116233,1,178,,,
167177,10/9/15,9,2,0,1,2,0,0,0,0,0,0,0,0,0,2,7,3118842,10061285,3,179,,,
143572,2/5/14,3,2,3,2,5,5,3,0,0,0,0,0,0,6,0,2,3112889,10078526,0,180,30.28946,-97.747121,
143249,2/5/14,3,2,3,2,5,5,3,0,0,0,0,0,0,6,0,6,3112889,10078526,0,180,30.28946,-97.747121,
159402,4/26/15,3,2,3,1,5,0,1,0,1,0,0,0,1,4,0,7,3116334,10074303,1,181,,,
152799,10/21/14,10,0,0,2,2,2,2,11,0,0,0,0,0,0,0,6,3130912,10089875,0,182,30.319658,-97.689146,
167181,10/9/15,9,2,1,1,2,0,2,0,0,0,0,0,0,0,0,3,3118842,10061285,3,179,,,
153479,11/12/14,8,2,0,1,5,2,1,2,0,0,0,0,0,0,0,7,3115952,10070759,0,29,30.267644,-97.737698,
142508,1/15/14,10,0,0,1,2,2,2,0,1,0,0,0,2,4,0,2,3129997,10096983,0,40,30.338618,-97.692566,
152819,10/21/14,10,1,0,2,2,2,2,11,0,0,0,0,0,0,0,7,3130912,10089875,0,182,30.319658,-97.689146,
173815,5/7/16,1,2,0,1,5,0,3,19,0,0,0,0,0,0,2,18,3124233,10124261,7,183,,,
143056,1/31/14,10,2,0,1,4,2,1,17,0,0,0,0,0,0,0,1,3125813,10092997,0,184,,,
154303,12/15/14,7,3,0,1,4,6,2,0,0,0,0,0,0,0,0,7,3115199,10026971,0,185,30.14774,-97.743748,
148019,6/2/14,6,2,1,1,4,6,0,1,0,0,0,0,0,0,0,3,3127950,10105735,0,186,30.363177,-97.696992,
156324,2/15/15,7,5,4,2,4,0,0,11,0,0,0,0,0,0,0,7,3111241,10044291,2,164,,,
175759,9/13/16,9,2,1,1,4,0,2,22,0,0,0,0,0,0,0,8,3132893,10053398,2,187,,,
150372,8/12/14,3,2,0,2,5,2,1,3,0,0,0,0,0,6,0,11,3111200,10100956,0,188,30.351258,-97.751188,
153459,11/12/14,8,2,0,1,5,2,0,0,0,0,0,0,0,1,0,8,3115952,10070759,0,29,30.267644,-97.737698,
165965,9/7/15,3,2,0,1,5,0,2,21,0,0,0,0,0,0,0,7,3116494,10102601,7,189,,,
167349,10/13/15,10,0,0,1,5,0,2,11,3,2,0,0,2,2,0,3,3129997,10096983,4,40,30.338618,-97.692566,
177432,12/20/16,1,2,3,2,5,0,3,8,0,0,0,0,0,0,0,17,3081085,10125283,6,190,,,
170606,1/18/16,4,2,0,2,4,0,0,22,0,0,0,0,0,0,0,12,3129983,10072500,1,191,30.271857,-97.693044,
170607,1/18/16,4,2,0,2,4,0,0,22,0,0,0,0,0,0,3,8,3129983,10072500,1,191,30.271857,-97.693044,
174348,6/12/16,5,2,0,1,4,0,3,14,0,0,0,0,0,6,0,7,3079750,10038201,8,192,,,
150102,7/31/14,10,2,1,1,5,2,3,15,0,0,0,0,0,4,0,6,3119171,10097875,0,193,30.342184,-97.725386,
174868,7/18/16,9,2,0,2,5,0,0,8,0,0,0,0,0,0,0,6,3120958,10059176,3,194,,,
155840,2/4/15,4,2,0,1,5,0,0,2,1,0,0,0,3,1,0,5,3122137,10065592,3,195,,,
170626,1/18/16,4,2,0,2,4,0,0,22,0,0,0,0,0,0,0,9,3129983,10072500,1,191,30.271857,-97.693044,
176469,10/22/16,7,2,1,1,4,0,1,8,0,0,0,0,0,1,2,10,3109212,10039125,2,196,,,
146719,5/4/14,6,1,0,1,5,2,2,0,0,0,0,0,0,2,0,3,3128770,10098595,0,197,30.343475,-97.694745,
160684,5/21/15,6,2,3,2,2,0,3,13,3,0,0,0,1,1,2,3,3125999,10100755,4,198,,,
147187,5/16/14,6,2,1,1,4,6,2,0,0,0,0,0,0,0,0,2,3126219,10107145,0,199,30.367685,-97.702189,
147186,5/16/14,6,2,1,1,4,6,2,0,0,0,0,0,0,0,0,9,3126219,10107145,0,199,30.367685,-97.702189,
147185,5/16/14,6,2,1,1,4,6,0,0,0,0,0,0,0,0,0,3,3126219,10107145,0,199,30.367685,-97.702189,
149979,7/28/14,8,2,1,2,5,2,2,1,0,0,0,0,0,6,3,4,3115844,10070698,0,200,30.268139,-97.737759,
150021,7/28/14,8,2,5,2,5,2,2,1,0,0,0,0,0,0,0,7,3115844,10070698,0,200,30.268139,-97.737759,
173697,4/28/16,7,5,0,1,5,0,1,8,6,0,0,0,3,0,0,7,3097511,10046477,2,201,,,
150739,8/22/14,8,3,1,1,4,2,3,21,9,0,0,0,0,0,0,13,3115785,10070495,0,51,,,
153402,11/11/14,4,4,0,1,4,2,2,39,3,0,0,0,1,0,0,8,3145599,10093607,0,202,,,
143788,2/17/14,8,2,0,1,5,2,2,39,1,0,0,0,3,0,0,10,3110741,10071581,0,203,30.270918,-97.754287,
167179,10/9/15,10,2,3,2,5,0,3,9,0,0,0,0,0,0,1,5,3121735,10102739,7,204,,,
173516,4/19/16,8,2,0,1,5,0,0,10,0,0,0,0,0,0,0,3,3117383,10067848,3,205,,,
173517,4/19/16,8,2,0,1,5,0,0,10,0,0,0,0,0,0,0,14,3117383,10067848,3,205,,,
175347,8/19/16,5,2,0,1,5,0,2,8,0,0,0,0,0,2,0,9,3099548,10058394,5,206,,,
156983,3/1/15,3,2,0,1,4,0,3,0,0,0,0,0,0,0,0,7,3114336,10076436,9,170,,,
166726,9/25/15,8,1,0,1,4,0,2,0,0,0,0,0,0,4,2,9,3115997,10069912,9,207,,,
142328,1/9/14,10,2,1,2,2,2,3,1,0,0,0,0,0,6,0,6,3130320,10088771,0,208,30.316824,-97.690893,
146526,4/28/14,1,2,2,1,4,2,0,5,0,0,0,0,0,4,2,12,3126881,10123474,0,209,30.412048,-97.698779,
143509,2/10/14,6,0,0,1,2,2,2,39,3,0,0,0,1,0,0,8,3134231,10124161,0,35,,,
152700,10/14/14,4,3,0,1,2,2,2,5,0,0,0,0,0,0,0,9,3120525,10073254,0,210,30.274515,-97.723102,
156004,2/6/15,6,2,0,1,2,0,2,0,1,0,0,0,1,4,0,3,3131413,10106679,4,211,,,
164850,8/15/15,8,2,1,1,5,0,3,0,0,0,0,0,0,0,0,9,3115841,10070419,9,118,,,
177105,12/3/16,6,3,0,1,5,0,1,19,6,3,0,0,6,4,1,9,3121691,10105147,4,212,,,
157436,3/15/15,4,2,3,1,4,0,3,11,0,0,0,0,0,0,0,10,3123525,10065719,3,213,,,
160944,5/28/15,9,2,2,1,5,0,3,15,0,0,0,0,0,0,0,6,3115933,10064218,9,214,,,
144928,3/14/14,4,2,0,2,4,6,2,12,0,0,0,0,0,0,3,10,3125264,10072349,0,215,30.271776,-97.707848,
152180,9/19/14,7,2,1,2,4,6,0,5,0,0,0,0,0,4,0,7,3117869,10051069,0,216,30.214108,-97.733592,
165929,8/28/15,8,2,1,1,4,0,3,21,0,0,0,0,0,0,0,2,3116574,10068304,3,217,30.260987,-97.735625,
176108,9/28/16,7,2,1,2,4,0,3,4,0,0,0,0,0,4,1,9,3117011,10029699,2,218,,,
176898,11/14/16,6,2,0,1,4,0,2,6,0,0,0,0,0,1,3,5,3122003,10108886,4,219,,,
148859,6/17/14,6,2,0,1,2,2,1,40,8,0,0,0,0,4,0,10,3121782,10108001,0,220,30.370107,-97.71679,
150373,8/12/14,3,2,0,2,5,2,1,0,0,0,0,0,0,6,0,0,3111200,10100956,0,188,30.351258,-97.751188,
177090,12/3/16,6,3,0,1,5,0,1,31,5,1,0,0,2,4,2,9,3121691,10105147,4,212,,,
173569,4/19/16,8,2,0,1,5,0,0,10,0,0,0,0,0,0,0,8,3117383,10067848,3,205,,,
146644,5/2/14,7,0,0,1,4,6,2,11,0,0,0,0,0,6,0,15,3111873,10046894,0,221,30.202311,-97.752566,
143569,2/7/14,7,2,0,1,5,2,0,17,0,0,0,0,0,0,0,10,3102469,10033742,0,222,30.337507,-97.708987,
174299,6/9/16,7,2,0,1,5,0,0,16,0,0,0,0,0,0,0,10,3084894,10036237,5,223,,,
156682,2/23/15,9,2,0,2,4,0,0,1,0,0,0,0,0,6,2,14,3121167,10056651,3,224,,,
171044,2/3/16,9,2,0,1,4,0,0,41,0,0,0,0,0,6,0,4,3115725,10064199,9,165,,,
146460,4/21/14,4,2,1,2,2,2,1,21,9,1,0,0,0,0,0,0,3121664,10072935,0,225,30.27381,-97.719665,
146425,4/21/14,4,2,1,2,2,2,1,21,9,1,0,0,0,0,0,6,3121664,10072935,0,225,30.27381,-97.719665,
146424,4/21/14,4,2,1,2,2,2,3,21,9,1,0,0,0,0,0,10,3121664,10072935,0,225,30.27381,-97.719665,
146423,4/21/14,4,2,1,2,2,2,1,21,9,1,0,0,0,0,0,7,3121664,10072935,0,225,30.27381,-97.719665,
169392,12/11/15,6,2,1,2,2,0,2,1,0,0,0,0,0,0,0,0,3124845,10108482,4,65,,,
169408,12/11/15,6,2,1,1,2,0,2,18,0,0,0,0,0,4,0,4,3124845,10108482,4,65,,,
176091,9/28/16,7,2,0,1,2,0,2,33,0,0,0,0,0,1,3,8,3117011,10029699,2,218,,,
156704,2/23/15,9,2,0,2,4,0,0,0,0,0,0,0,0,6,0,8,3121167,10056651,3,224,,,
164565,8/10/15,6,2,1,2,4,0,2,1,0,0,0,0,0,6,0,20,3129612,10103726,4,226,,,
164622,8/10/15,6,2,1,2,4,0,2,1,0,0,0,0,0,6,3,5,3129612,10103726,4,226,,,
174657,6/30/16,3,2,0,1,2,0,3,10,5,0,0,0,1,4,0,8,3110592,10102332,10,227,,,
148381,6/10/14,1,2,3,2,5,5,3,17,0,0,0,0,0,4,0,7,3131232,10129380,0,228,30.427767,-97.684811,
158384,4/6/15,7,2,0,1,2,0,0,0,0,0,0,0,0,0,0,7,3111621,10038024,2,229,,,
150361,8/8/14,7,1,5,2,5,2,3,9,0,0,0,0,0,4,3,7,3109222,10044980,0,230,30.197194,-97.761037,
153829,11/30/14,4,2,3,1,2,1,3,3,0,0,0,0,0,0,0,13,3140028,10078285,0,231,30.287433,-97.66056,
157624,3/21/15,4,2,1,2,2,0,2,0,0,0,0,0,0,0,0,13,3131592,10066620,3,232,,,
145152,3/19/14,10,2,0,1,5,5,3,0,0,0,0,0,0,0,0,14,3120607,10104673,0,233,30.360709,-97.720474,
145148,3/19/14,10,2,0,1,5,5,3,0,0,0,0,0,0,0,0,4,3120607,10104673,0,233,30.360709,-97.720474,
145151,3/19/14,10,2,0,1,5,5,3,0,0,0,0,0,0,0,0,19,3120607,10104673,0,233,30.360709,-97.720474,
164570,8/10/15,6,2,0,1,4,0,2,21,0,0,0,0,0,0,0,3,3129612,10103726,4,226,,,
153165,11/2/14,10,2,0,1,1,4,3,1,0,0,0,0,0,0,0,2,3124189,10090095,0,234,30.320761,-97.709881,
149640,7/17/14,10,2,1,1,5,2,0,35,0,0,0,0,0,0,0,24,3124887,10089263,0,174,,,
164621,8/10/15,6,2,0,1,5,0,2,21,0,0,0,0,0,0,0,9,3129612,10103726,4,226,,,
164821,8/14/15,8,3,0,2,4,0,2,42,9,0,0,0,0,0,0,12,3116140,10070970,9,235,,,
164981,8/14/15,8,0,0,1,4,0,0,21,0,0,0,0,0,0,0,9,3116140,10070970,9,235,,,
145946,4/7/14,4,4,0,1,2,2,2,0,0,0,0,0,0,0,0,7,3121075,10073729,0,236,,,
146369,4/23/14,1,2,2,1,5,2,0,1,1,0,0,0,1,4,0,3,3126495,10133593,0,237,30.440571,-97.6999,
174998,7/31/16,9,2,1,2,5,0,2,24,0,0,0,0,0,4,0,8,3114654,10056839,3,238,,,
173344,4/6/16,10,2,0,3,3,0,2,8,9,0,0,0,0,7,1,14,3132563,10095314,1,239,,,
163241,7/11/15,7,2,0,1,2,0,3,0,1,0,0,0,1,4,0,20,3107564,10041586,2,240,,,
160301,5/13/15,1,2,1,1,5,0,1,2,0,0,0,0,0,0,0,0,3112157,10116084,10,241,30.392352,-97.746845,
143914,2/19/14,7,2,1,1,4,2,0,9,0,0,0,0,0,0,0,6,3108854,10036416,0,242,30.174113,-97.762412,
159662,4/30/15,9,3,0,1,4,0,3,0,0,0,0,0,0,0,1,8,3152258,10035069,2,243,,,
176946,11/21/16,12,5,0,1,4,0,0,43,0,0,0,0,0,6,2,13,3089882,10055214,0,244,,,
174970,6/29/16,4,5,0,1,4,0,3,14,7,0,0,0,2,2,0,8,3131007,10072039,3,245,,,
149580,7/15/14,4,0,0,1,2,2,2,21,3,0,0,0,1,0,0,6,3121225,10073004,0,246,30.273647,-97.720717,
164265,8/1/15,9,2,0,1,2,0,3,0,0,0,0,0,0,0,0,5,3114896,10055111,3,247,,,
164266,8/1/15,9,2,0,1,2,0,3,0,0,0,0,0,0,0,0,9,3114896,10055111,3,247,,,
164742,8/1/15,9,2,0,1,2,0,3,0,0,0,0,0,0,0,0,5,3114896,10055111,3,247,,,
150580,7/14/14,3,2,0,1,5,2,2,0,0,0,0,0,0,0,0,7,3112359,10077459,0,248,30.286592,-97.748001,
152642,10/11/14,5,2,0,1,5,2,0,0,0,0,0,0,0,4,0,17,3094446,10051311,0,249,30.216073,-97.806988,
146941,5/9/14,8,0,0,1,5,2,0,0,0,0,0,0,0,0,0,3,3117969,10069670,0,250,30.264708,-97.731365,
148860,6/20/14,4,2,5,1,2,1,3,1,0,0,0,0,0,0,0,9,3130693,10076582,0,251,30.283098,-97.69029,
149684,7/18/14,10,2,0,1,2,6,2,44,2,2,0,0,2,0,0,4,3120652,10093724,0,252,30.330891,-97.721442,
163541,7/15/15,7,2,1,1,2,0,3,11,0,0,0,0,0,0,0,5,3105655,10042376,2,253,,,
167284,10/11/15,9,2,0,1,2,0,3,0,0,0,0,0,0,0,0,7,3115754,10058136,9,254,,,
176708,11/6/16,5,0,0,1,4,0,2,14,0,0,0,0,0,4,2,12,3094135,10066586,8,255,,,
172893,3/26/16,4,2,0,1,5,0,0,31,0,0,0,0,0,4,2,6,3124328,10068358,3,256,,,
154203,12/15/14,7,3,0,1,4,6,2,0,0,0,0,0,0,0,0,0,3115199,10026971,0,185,30.14774,-97.743748,
166498,9/21/15,10,2,0,1,4,0,2,0,0,0,0,0,0,0,0,13,3121224,10106033,7,257,,,
163542,7/15/15,7,2,0,1,2,0,3,12,0,0,0,0,0,0,0,7,3105655,10042376,2,253,,,
165935,9/7/15,4,2,1,1,2,0,2,0,0,0,0,0,0,4,0,8,3122670,10070595,1,258,,,
165985,9/7/15,4,2,0,1,2,0,3,1,0,0,0,0,0,4,2,7,3122670,10070595,1,258,,,
165986,9/7/15,4,2,0,1,2,0,2,1,0,0,0,0,0,4,0,11,3122670,10070595,1,258,,,
168705,11/24/15,4,1,0,1,5,0,0,0,1,0,0,0,1,6,0,3,3120890,10068910,3,259,,,
168784,11/24/15,4,1,0,1,5,0,0,0,0,0,0,0,0,1,0,9,3120890,10068910,3,259,,,
168102,11/3/15,10,2,2,1,4,0,2,1,0,0,0,0,0,6,0,2,3133953,10087262,1,260,,,
142228,1/7/14,8,2,5,1,4,2,3,1,1,0,0,0,1,6,0,11,3115283,10071858,0,261,30.271278,-97.739551,
152950,10/28/14,10,2,0,2,2,2,3,1,0,0,0,0,0,0,5,3,3134807,10093981,0,262,30.329737,-97.676308,
149920,7/26/14,6,2,0,2,4,2,0,0,0,0,0,0,0,0,0,0,3130444,10110195,0,263,,,
150164,7/26/14,6,2,0,2,4,2,0,0,0,0,0,0,0,0,0,3,3130444,10110195,0,263,,,
152140,9/23/14,7,2,0,2,4,5,1,1,0,0,0,0,0,6,0,1,3101439,10027475,0,264,30.149967,-97.786392,
144373,3/4/14,5,2,0,1,4,2,1,2,0,0,0,0,0,4,0,11,3085723,10048179,0,87,30.207908,-97.835185,
154993,1/19/15,8,0,0,1,4,0,0,0,0,0,0,0,0,0,0,9,3114818,10070707,9,265,,,
162062,6/20/15,8,2,1,1,4,0,0,45,0,0,0,0,0,4,0,11,3116227,10070431,9,266,,,
162162,6/20/15,8,2,1,1,4,0,0,45,0,0,0,0,0,4,0,2,3116227,10070431,9,266,,,
162825,7/5/15,3,2,0,1,4,0,3,11,0,0,0,0,0,1,0,7,3111716,10075083,9,267,,,
166772,8/19/15,5,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3109466,10047320,3,268,,,
168386,11/13/15,9,2,0,1,4,0,0,0,0,0,0,0,0,1,0,4,3114659,10056598,3,269,,,
169129,11/13/15,9,2,0,1,4,0,0,0,0,0,0,0,0,1,0,1,3114659,10056598,3,269,,,
170255,1/10/16,8,3,5,1,4,0,0,19,4,1,0,0,0,0,0,2,3115339,10070350,9,270,,,
170256,1/10/16,8,0,0,1,4,0,0,19,4,1,0,0,0,0,0,2,3115339,10070350,9,270,,,
170374,1/10/16,8,0,0,1,4,0,0,19,4,1,0,0,0,0,0,9,3115339,10070350,9,270,,,
170252,1/10/16,8,0,5,1,4,0,0,10,4,0,0,0,0,1,0,2,3115339,10070350,9,270,,,
170253,1/10/16,8,0,5,1,4,0,0,10,4,0,0,0,0,1,0,2,3115339,10070350,9,270,,,
175577,9/3/16,8,0,0,2,1,0,0,8,0,0,0,0,0,6,0,2,3115180,10070609,9,52,,,
175609,9/3/16,8,0,0,2,1,0,0,19,0,0,0,0,0,6,0,5,3115180,10070609,9,52,,,
154429,12/28/14,8,0,2,1,2,2,2,1,0,0,0,0,0,0,0,2,3115155,10070604,0,14,,,
147365,5/22/14,9,0,0,1,2,2,2,0,0,0,0,0,0,4,0,10,3117389,10057471,0,271,30.230942,-97.733802,
159065,4/20/15,8,2,0,1,2,0,0,0,0,0,0,0,0,4,0,4,3115266,10070399,9,8,,,
159101,4/20/15,8,2,0,1,2,0,0,21,4,4,0,0,1,1,0,4,3115266,10070399,9,8,,,
159725,4/20/15,8,0,0,1,2,0,0,0,0,0,0,0,0,4,0,2,3115266,10070399,9,8,,,
159921,4/20/15,8,0,0,1,2,0,0,0,0,0,0,0,0,4,0,2,3115266,10070399,9,8,,,
159903,5/5/15,7,0,0,1,2,0,1,11,0,0,0,0,0,0,0,11,3106560,10042356,2,272,,,
175574,9/3/16,8,0,0,1,2,0,0,8,0,0,0,0,0,6,2,2,3115180,10070609,9,52,,,
175576,9/3/16,8,3,1,2,2,0,0,8,0,0,0,0,0,0,0,2,3115180,10070609,9,52,,,
175610,9/3/16,8,0,0,2,2,0,0,19,0,0,0,0,0,0,0,5,3115180,10070609,9,52,,,
170505,1/19/16,8,3,0,1,2,0,0,8,5,0,0,0,1,4,0,3,3114727,10070664,9,273,,,
172347,3/12/16,8,0,0,1,2,0,0,6,5,0,0,0,0,0,0,3,3115403,10070458,9,6,,,
153943,11/29/14,8,2,1,1,5,2,0,1,0,0,0,0,0,0,0,5,-,-,0,124,30.263561,-97.743489,
